f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,y
Source2,2019-12-10 10:45:25,-73.950981,,,0.0,Center lane blocked due to accident on I-95 Cross Bronx Expy Southbound near Start Route George Washington Bridge.,George Washington Brg,New York,New York,NY,10033,US,KNYC,2019-12-10 10:51:00,81.0,29.67,WSW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2018-07-31 11:02:04,-82.088844,,,0.0,Accident on SC-246 at US-221.,SC-246,Greenwood,Greenwood,SC,29649,US,KGRD,2018-07-31 10:56:00,76.0,30.06,Variable,5.8,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-04-22 01:03:04,-73.9189,,,0.0,Left lane blocked due to accident on I-87 Major Deegan Expy Northbound at Exit 8 179th St.,Major Deegan Expy N,Bronx,Bronx,NY,10453,US,KLGA,2018-04-22 00:51:00,29.0,30.35,NNW,12.7,,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,3
Source1,2022-11-02 08:10:53,-76.566018,39.399104,-76.552734,0.725,I-695 INNER LOOP PAST EXIT 29B MD 542 LOCH RAVEN BLVD (IL),Loch Raven Blvd,Parkville,Baltimore County,MD,21234,US,KMTN,2022-11-02 08:54:00,82.0,30.33,WNW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-06-18 16:59:57,-87.79406,,,0.0,Accident on Howard St at Oak Park Ave.,W Howard St,Niles,Cook,IL,60714-3306,US,KORD,2018-06-18 16:51:00,44.0,29.86,SW,19.6,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-11-30 18:07:20,-96.709396,,,0.0,Two lanes blocked due to accident on US-75 Southbound at FM-544 15th St.,US-75 S,Plano,Collin,TX,75075,US,KADS,2021-11-30 17:47:00,46.0,29.36,SSE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2018-08-15 04:29:37,-117.84169,34.00315,-117.83135,0.61,At CA-57/Orange Fwy - Accident. Right lane blocked.,Pomona Fwy E,Walnut,Los Angeles,CA,91789,US,KPOC,2018-08-15 06:47:00,88.0,29.95,Calm,,,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2023-01-02 15:01:30,-97.582425,30.500626,-97.580175,0.485,Stationary traffic on FM-685 - Deputy Jessica Hollis Memorial Hwy from Steeds Xing to County Road 138 due to accident.,,Pflugerville,Travis,TX,78660,US,KEDC,2023-01-02 14:55:00,65.0,29.02,SSW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-03-27 20:19:45.000000,-78.574798,35.73589099999999,-78.57575,0.093,Incident on PARRISH MANOR DR near HOUSE 4540 Drive with caution., Arnbridge Ct,Garner,Wake,NC,27529-7212,US,KRDU,2021-03-27 19:51:00,96.0,29.66,ESE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source2,2018-12-20 10:30:37,-119.793968,,,0.0,Right hand shoulder blocked due to accident on CA-41 at Avenue 12.,Highway 41,Madera,Madera,CA,93636,US,KFAT,2018-12-20 10:53:00,77.0,30.18,Calm,,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source3,2017-10-11 11:41:16,-122.405273,,,0.0,Slow lane blocked due to accident on US-101 Southbound after I-80.,Central Fwy,San Francisco,San Francisco,CA,94103,US,KSFO,2017-10-11 11:56:00,60.0,30.01,North,4.6,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2019-10-01 17:54:00,-122.119129,37.445062,-122.119129,0.0,At San Antonio Rd/Exit 400B/Exit 400C - Accident.,Bayshore Fwy S,Palo Alto,Santa Clara,CA,94303,US,KPAO,2019-10-01 17:46:00,,29.96,NNW,15.0,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-11-15 10:32:32,-77.22063399999998,,,5.349999904632568,Left lane closed due to accident on I-66 Eastbound from I-66 Exits 62 / VA-243 Nutley St / Country Creek Rd to I-66 Exits 64.,I-66 W,Falls Church,Fairfax County,VA,22043,US,KDCA,2021-11-15 10:52:00,43.0,30.0,WNW,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-02-09 16:16:30,-117.6949131483188,33.61199409003445,-117.7042131483188,0.632,Stationary traffic on I-5 N - San Diego Fwy N from Alicia Pkwy (I-5) to El Toro Rd (I-5) due to accident.,I-5,Lake Forest,Orange,CA,92630,US,KSNA,2022-02-09 15:53:00,7.0,29.92,W,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-12-30 13:25:00,-118.206983,33.817876,-118.207028,1.598,Slow traffic on I-710 S - Long Beach Fwy S from Del Amo Blvd (I-710) to Willow St (I-710) due to accident.,I-710 S,Long Beach,Los Angeles,CA,90805,US,KLGB,2021-12-30 13:20:00,96.0,29.77,ESE,9.0,0.14,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-07-10 07:04:35,-94.29512,,,3.220000028610228,Accident on MN-19 both ways between CR-4 521st Ave and 511th Ave.,511th Ave,Winthrop,Sibley,MN,55396-2192,US,KULM,2019-07-10 06:55:00,77.0,28.78,WSW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-09-21 18:04:00.000000000,-82.433941,28.201097,-82.434525,0.036,Incident on KILLINGTON BLVD near COLLIER PKWY Left lane blocked.,Collier Pkwy,Land O Lakes,Pasco,FL,34639,US,KVDF,2022-09-21 17:55:00,62.0,29.84,,,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-09-25 20:16:38,-84.377953,,,0.0,One lane blocked due to accident on Fort St Northbound after Edgewood Ave.,Auburn Ave NE,Atlanta,Fulton,GA,30303-2604,US,KFTY,2021-09-25 19:53:00,65.0,29.17,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Day,Day,3
Source2,2017-12-21 10:26:54,-119.130264,,,0.0,Accident on Orange Dr at Friedrich Rd.,Friedrich Rd,Oxnard,Ventura,CA,93036,US,KOXR,2017-12-21 10:51:00,15.0,30.18,ENE,19.6,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2019-01-04 14:58:00,-83.62608,33.59493,-83.63559000000002,0.591,At Newborn Rd/Exit 105 - Accident. Left lane blocked.,GA-402 W,Rutledge,Morgan,GA,30663,US,K9A1,2019-01-04 14:56:00,90.0,28.51,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2023-01-28 18:14:00,-111.482438,33.002756,-111.482694,0.015,Crash on SR-287 Westbound near N Cacy Ct (MP 137), E Highway 287,Coolidge,Pinal,AZ,85128-9469,US,KP08,2023-01-28 17:56:00,26.0,28.4,N,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2020-11-22 13:21:00,-84.400892,33.618439,-84.39879499999998,0.908,Incident on I-75 SB near GA-85 Expect long delays.,GA-401 S,Forest Park,Clayton,GA,30297,US,KATL,2020-11-22 12:52:00,61.0,29.08,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-01-16 17:54:13,-122.461739,,,0.0,Left lane blocked due to accident on I-5 Northbound after Exit 254 Ohio St.,I-5 N,Bellingham,Whatcom,WA,98229,US,KBLI,2019-01-16 17:53:00,62.0,29.68,NNE,8.1,,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,3
Source1,2022-09-29 21:18:47.000000000,-75.30730600000003,40.072424,-75.307682,0.033,Incident on FAYETTE ST near W ELM ST Drive with caution., Fayette St,Conshohocken,Montgomery,PA,19428,US,KLOM,2022-09-29 21:15:00,73.0,30.01,N,3.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,2
Source1,2021-01-31 17:14:44,-77.062913,39.943215,-77.064665,0.291,Incident on CARLISLE PIKE near BERLIN RD Drive with caution., Carlisle Pike,New Oxford,Adams,PA,17350-8906,US,KTHV,2021-01-31 17:02:00,84.0,29.56,E,8.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source1,2022-12-22 18:20:43,-80.329039,25.702386,-80.334065,0.313,Stationary traffic on FL-986 from FL-826/Palmetto Expy (Sunset Dr/SW 72nd St/FL-986) to FL-973/Galloway Rd/SW 87th Ave (Sunset Dr/SW 72nd St/FL-986) due to accident., Sunset Dr,Miami,Miami-Dade,FL,33143,US,KMIA,2022-12-22 17:53:00,64.0,29.97,W,6.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,2
Source1,2018-12-13 11:41:12,-122.659849,42.15576,-122.64633,1.536,At OR-99/Siskiyou Blvd/Exit 11 - Accident.,I-5 S,Ashland,Jackson,OR,97520,US,KMFR,2018-12-13 11:45:00,92.0,30.24,Calm,,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-02-12 10:11:38,-86.777702,,,0.0,Left lane blocked due to multi-vehicle accident on I-40 Eastbound at Exit 210.,I-40 E,Nashville,Davidson,TN,37203,US,KBNA,2018-02-12 10:11:00,76.0,30.51,NNE,15.0,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2021-06-14 05:34:00,-117.97901272717483,36.210016413783045,-117.97933272717484,0.5379999999999999,Incident on US-395 near SAGE FLATS DR Expect delays.,US-395,Lone Pine,Inyo,CA,93545,US,KBIH,2021-06-14 05:56:00,52.0,25.81,NNW,8.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,2
Source2,2018-01-15 07:05:16,-94.509949,,,0.0,Right hand shoulder blocked due to accident on I-435 Southbound at Exit 45 MO-291 Cookingham Dr.,I-435 W,Kansas City,Clay,MO,64156,US,KMCI,2018-01-15 07:10:00,67.0,30.42,NNW,12.7,,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,3
Source1,2022-08-08 16:38:05.000000,-91.111746,30.428287,-91.107447,0.455,Slow traffic on LA-73 from Government St (Jefferson Hwy/LA-73) to LA-3064/Essen Ln (Jefferson Hwy/LA-73) due to accident., Jefferson Hwy,Baton Rouge,East Baton Rouge,LA,70806-8204,US,KBTR,2022-08-08 16:33:00,74.0,29.97,S,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-06-12 21:24:00,-75.247466,43.057338,-75.24855600000002,0.106,Incident on VALLEY VIEW RD near IRONWOOD RD Expect long delays., Valley View Rd,New Hartford,Oneida,NY,13413-3920,US,KRME,2021-06-12 21:53:00,53.0,29.32,N,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source2,2016-08-22 12:05:16,-118.246834,,,0.0,Accident on Rosecrans Ave both ways at Tajauta St.,S Tajauta St,Compton,Los Angeles,CA,90222,US,KHHR,2016-08-22 11:53:00,64.0,29.94,WSW,9.2,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source1,2020-11-06 17:06:00.000000000,-117.615428,34.083371,-117.63309,1.232,Slow traffic on I-10 from Vineyard Ave (I-10) to CA-83/Euclid Ave (I-10) due to accident.,I-10 W,Ontario,San Bernardino,CA,91764,US,KONT,2020-11-06 16:53:00,70.0,28.63,W,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2021-12-13 18:13:30,-89.950577,30.075849,-89.923154,2.2880000000000003,Stationary traffic on I-10 E from Bullard Ave (I-10) to Michoud Blvd (I-10) due to accident.,I-10 E,New Orleans,Orleans,LA,70128,US,KNEW,2021-12-13 17:53:00,84.0,30.29,ESE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,2
Source2,2019-03-13 07:19:36,-98.335907,,,0.0,Shoulder blocked due to accident on I-35 Southbound at Exits 170 170B 171 172 TX-1604-LOOP.,I-35 S,San Antonio,Bexar,TX,78233,US,KRND,2019-03-13 05:56:00,84.0,29.66,South,15.0,,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2022-12-14 21:34:42.000000000,-96.657269,32.763387,-96.658411,0.068,Incident on SCYENE RD near BELLE STARR DR Expect long delays., Scyene Rd,Dallas,Dallas,TX,75227,US,KHQZ,2022-12-14 21:35:00,48.0,29.48,WNW,7.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,2
Source1,2020-12-18 08:32:37,-78.782198,35.632411,-78.782501,0.047,Incident on SUNSET LAKE RD near HOUSE 6317 Expect delays., Sunset Lake Rd,Fuquay Varina,Wake,NC,27526-8608,US,KHRJ,2020-12-18 08:35:00,70.0,30.1,NNW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-11-09 22:02:55,-97.685928,,,0.0,Accident on OK-3 Expressway Westbound at John Kilpatrick Tpke.,W Hefner Rd,Yukon,Canadian,OK,73099-8902,US,KRCE,2018-11-09 21:55:00,69.0,30.5,NE,10.4,,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,2
Source1,2023-01-24 15:35:30,-122.105366,37.3309,-121.86595,13.223,Stationary traffic on Sinclair Fwy S - I-280 S - Junipero Serra Fwy S from Magdalena Ave (I-280) to McLaughlin Ave (I-280) due to accident.,I-280,Los Altos,Santa Clara,CA,94024,US,KNUQ,2023-01-24 15:35:00,28.0,30.28,CALM,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2020-12-02 15:33:30,-118.27671,34.097669,-118.246125,3.29,Slow traffic on Golden State Fwy S - I-5 S from Colorado St (I-5) to Stadium Way (I-5) due to accident.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90027,US,KCQT,2020-12-02 15:52:00,45.0,29.82,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2018-01-23 08:52:43,-87.63033,41.83703,-87.63038,0.152,At 31st St/Exit 54 - Accident.,I-94 W,Chicago,Cook,IL,60616,US,KMDW,2018-01-23 08:53:00,82.0,29.76,NW,15.0,,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-10-19 06:10:41,-80.20694,,,0.0,Accident on NC-66 Old Hollow Rd at Contour Ct.,Contour Ct,Winston Salem,Forsyth,NC,27105,US,KINT,2018-10-19 05:54:00,93.0,30.38,Calm,,,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,2
Source1,2019-06-27 14:57:13,-77.05275,38.839451,-77.05229200000002,0.224,Closed at Luna Park Dr - Road closed due to accident.,Jefferson Davis Hwy,Arlington,Arlington,VA,22202,US,KDCA,2019-06-27 14:52:00,52.0,30.12,S,8.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,4
Source2,2021-06-18 06:26:16,-121.96626299999998,,,0.0,Accident on Shore Rd near Canal Dr.,Shore Rd,Bay Point,Contra Costa,CA,94565-1426,US,KCCR,2021-06-18 06:53:00,63.0,29.68,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-02-06 02:11:30,-117.756539,33.662884000000005,-117.754289,0.292,Slow traffic on CA-133 N - Laguna Fwy N from Barranca Pkwy (CA-133) to I-5 (CA-133) due to accident.,CA-133 N,Irvine,Orange,CA,92618,US,KSNA,2021-02-06 01:53:00,71.0,29.94,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2020-10-25 02:16:00,-76.066986,39.596502,-76.05818599999998,0.54,Queuing traffic on I-95 from Tydings Memorial Bridge Toll Plaza (I-95) to MD-222/Exit 93 (I-95) due to accident.,I-95 N,Perryville,Cecil,MD,21903,US,KAPG,2020-10-25 01:58:00,67.0,30.06,N,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2018-05-21 08:20:14,-84.653419,,,0.0,Right lane blocked due to accident on I-96 Eastbound at Exits 98A 98B Lansing Rd.,Lansing Rd,Dimondale,Eaton,MI,48821,US,KLAN,2018-05-21 07:53:00,93.0,30.25,East,6.9,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2017-08-08 18:11:06,-87.97394,42.28075,-87.97394,0.0,At Cr-w11 - Accident., W Park Ave,Libertyville,Lake,IL,60048-2555,US,KUGN,2017-08-08 17:55:00,47.0,30.11,WNW,3.5,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,3
Source2,2020-11-25 19:25:06,-117.603882,,,0.0,Lane blocked due to accident on US-2 Westbound at Craig Rd.,S Craig Rd,Medical Lake,Spokane,WA,99022,US,KSKA,2020-11-25 19:43:00,100.0,27.53,SSW,9.0,0.0,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,2
Source1,2021-06-08 10:28:00,-88.185621,41.543545,-88.179835,1.238,Incident on I-55 NB near US-52 Expect long delays.,I-55 N,Shorewood,Will,IL,60404,US,KJOT,2021-06-08 10:35:00,76.0,29.41,N,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2017-09-22 05:56:53,-96.809288,,,0.0,Accident on I-35E Northbound at TX-180 8th St.,US-77 N,Dallas,Dallas,TX,75203,US,KRBD,2017-09-22 05:53:00,87.0,29.92,South,9.2,,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,3
Source2,2018-05-05 09:17:40,-80.119743,,,0.0,Two lanes blocked due to accident on I-95 Southbound after Exit 41 FL-869 10th St.,SW 10th St,Deerfield Beach,Broward,FL,33441,US,KPMP,2018-05-05 09:07:00,79.0,29.94,East,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2017-12-11 16:21:07,-91.146904,,,0.0,Accident on Beech St at Lemonwood Dr.,Lemonwood Dr,Baton Rouge,East Baton Rouge,LA,70805-3544,US,KBTR,2017-12-11 15:53:00,28.0,30.13,SW,10.4,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-03-22 11:09:07,-118.202896,,,0.0,Accident and bus fire on I-10 Eastbound at Exit 19C San Bernardino Fwy. Express lanes blocked.,I-10 E,Los Angeles,Los Angeles,CA,90033,US,KCQT,2018-03-22 10:50:00,96.0,30.09,Calm,,0.01,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,3
Source2,2022-01-27 04:04:42,-117.471313,,,0.0,#2 lane blocked due to accident on I-15 Northbound at Exit 131 / CA-138.,I-15,San Bernardino,San Bernardino,CA,92407,US,KSBD,2022-01-27 04:00:00,42.0,28.92,ENE,3.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,3
Source2,2018-01-05 14:33:51,-83.09060699999998,,,0.0,Accident on I-10 Westbound after Exit 275 US-90.,FL-8 W,Live Oak,Suwannee,FL,32060,US,KLCQ,2018-01-05 14:35:00,27.0,30.33,North,6.9,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-07-02 09:22:30,-89.327703,43.20887800000001,-89.357837,2.421,Stationary traffic on I-94 W - I-90 W - I-39 N from US-151/Exit 135 (I-90/I-94/I-39) to CR-V/Exit 126 (I-90/I-94/I-39) due to accident.,I-39 N,Deforest,Dane,WI,53532,US,KMSN,2022-07-02 08:53:00,49.0,29.14,WSW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-09-06 11:40:45,-80.995125,,,0.0,Accident on I-77 Northbound at Exit 75 Porter Rd.,Porter Rd,Rock Hill,York,SC,29730,US,KUZA,2021-09-06 11:54:00,69.0,29.28,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-01-15 08:02:44,-97.886673,,,0.0,Restrictions due to accident on Old Bee Caves Rd near Cedar Elm Trl.,Cedar Elm Trl,Austin,Travis,TX,78735-5504,US,KATT,2019-01-15 07:51:00,68.0,30.37,Calm,,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-04-24 17:41:19,-76.28720899999998,,,1.4900000095367432,Two lanes blocked due to accident on I-264 Westbound from Exits 9 10 VA-337 Tidewater Dr to Exit 8 I-464 Exit 6A.,I-464 N,Norfolk,Norfolk,VA,23523,US,KORF,2021-04-24 17:59:00,81.0,29.97,CALM,0.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,4
Source2,2021-01-06 08:08:03,-80.751122,,,0.0,Accident on FL-80 near Corkscrew Blvd.,E US Highway 27,Clewiston,Palm Beach,FL,33440,US,KOBE,2021-01-06 08:15:00,87.0,30.09,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-09-25 11:29:30,-93.398131,44.845139,-93.398428,1.32,Slow traffic on US-169 N from CR-1/Pioneer Trl (US-169) to Marth Rd (US-169) due to accident.,US-169 N,Minneapolis,Hennepin,MN,55438,US,KFCM,2021-09-25 11:53:00,59.0,28.99,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-10-19 17:25:43,-71.458763,,,0.0,Accident on NH-3A Calef Rd at Crescent Rd.,Brown Ave,Manchester,Hillsborough,NH,03103-6760,US,KMHT,2021-10-19 17:53:00,25.0,29.51,WNW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2017-06-07 18:32:41,-90.35254,38.77983,-90.36631,0.76,At US-67/Lindbergh Blvd/Exit 25 - Accident.,I-270 W,Hazelwood,St. Louis County,MO,63042,US,KSTL,2017-06-07 18:51:00,28.0,29.99,NE,8.1,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2019-04-18 14:55:02,-122.217781,,,0.0,Left lane blocked due to accident on I-405 Northbound at WA-167.,WA-167 N,Renton,King,WA,98055,US,KRNT,2019-04-18 14:53:00,54.0,30.13,S,7.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2020-12-26 02:12:00,-121.418866,38.474304,-121.41852,0.019,Incident on ELSIE AVE EB near STOCKTON BLVD Drive with caution.,Stockton Blvd,Sacramento,Sacramento,CA,95823,US,KSAC,2020-12-26 02:23:00,80.0,30.1,SSE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2019-05-09 08:31:46,-81.50410500000002,,,0.0,Turn lane blocked due to accident on US-27 Northbound at Valerie Blvd.,US Highway 27 N,Sebring,Highlands,FL,33872,US,KBOW,2019-05-09 08:45:00,83.0,29.89,E,7.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2018-05-04 13:29:17,-117.13047,,,0.0,Serious accident on WA-27 both ways at Fairbanks Rd.,State Highway 27,Tekoa,Whitman,WA,99033,US,KPUW,2018-05-04 13:53:00,40.0,30.17,West,12.7,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-10-17 06:47:33,-74.37474847,40.86092666,-74.38898847,0.752,Incident on I-80 near I-80 Drive with caution.,I-80,Parsippany,Morris,NJ,07054,US,KMMU,2022-10-17 06:35:00,100.0,29.57,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2020-01-17 21:01:00,-95.09295,47.51859,-95.09295,0.0,At CR-2 - Vehicle spun around., US Highway 2,Solway,Beltrami,MN,56678,US,KBJI,2020-01-17 20:55:00,87.0,28.49,ESE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2022-07-11 00:41:00,-92.26929,34.612522,-92.268887,1.083,Stationary traffic on I-530 S - US-65 S - US-167 S from AR-338/Dixon Rd/Exit 3 (I-530) to Bingham Rd/Exit 9 (I-530) due to accident.,I-530 S,Little Rock,Pulaski,AR,72206,US,KLIT,2022-07-11 00:53:00,79.0,29.67,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2020-08-07 16:16:35,-86.665009,,,0.0,Lane blocked due to accident on AL-79 both ways at Dallas Loop Rd.,Dallas Loop Rd,Trafford,Blount,AL,35172-9053,US,KBHM,2020-08-07 16:24:00,79.0,29.38,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2023-02-23 19:34:00.000000000,-122.324217,41.44507700000001,-122.436093,22.814,Slow traffic on I-5 N from Sweetbrier Ave/Exit 723 (I-5) to Stewart Springs Rd/Exit 751 (I-5) due to accident.,I-5 N,Lakehead,Shasta,CA,96051,US,KO86,2023-02-23 19:35:00,100.0,27.06,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2016-11-16 16:05:43,-122.244698,,,0.01,#1 lane blocked due to accident on CA-92 Westbound in Redwood City.,CA-92 E,San Mateo,San Mateo,CA,94404,US,KSQL,2016-11-16 15:57:00,55.0,30.09,West,15.0,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2016-11-08 15:34:12,-70.954643,,,0.01,Accident on MA-123 Brockton Ave Eastbound near Groveland St.,Brockton Ave,Abington,Plymouth,MA,02351-2148,US,KMQE,2016-11-08 15:54:00,41.0,30.02,Calm,,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2018-05-15 11:50:46,-93.024422,,,0.0,Lane closed due to accident on I-35 Southbound at Exit 129 MN-97 Lake Dr.,I-35 N,Forest Lake,Anoka,MN,55025,US,KANE,2018-05-15 11:50:00,33.0,30.07,ENE,4.6,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2023-01-29 18:57:00.000000000,-97.785266,30.167196,-97.788527,0.444,Incident on S CONGRESS AVE near E RALPH ABLANEDO DR Drive with caution., Ralph Ablanedo Dr,Austin,Travis,TX,78748-5521,US,KAUS,2023-01-29 18:53:00,86.0,29.51,N,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source2,2018-05-11 16:48:03,-79.919617,,,0.0,Accident on Clements Ferry Rd at Sanders Farm Ln.,Clements Ferry Rd,Charleston,Berkeley,SC,29492-7735,US,KLRO,2018-05-11 16:55:00,55.0,30.05,SE,5.8,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-06-24 12:28:30,-121.380989,38.573498,-121.38313,0.143,Slow traffic from San Lucas Way to American River Dr due to accident., Fair Oaks Blvd,Sacramento,Sacramento,CA,95864-7238,US,KMHR,2021-06-24 12:45:00,39.0,29.86,SSW,7.0,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-05-04 07:05:00,-74.317729,40.545001,-74.331163,0.8759999999999999,Stationary traffic on US-1 S from Green St (US-1) to CR-501/Amboy Ave (US-1) due to accident.,US Highway 1,Fords,Middlesex,NJ,08863,US,KLDJ,2022-05-04 07:15:00,92.0,29.96,SE,7.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-01-15 09:56:48,-121.921638,,,0.0,Accident on Menker Ave near Moorpark Ave.,Menker Ave,San Jose,Santa Clara,CA,95128-2834,US,KSJC,2021-01-15 09:53:00,74.0,30.28,NW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-10-21 08:22:00,-118.13393700000002,35.018384000000005,-118.125,0.506,Incident on DECATUR AVE near HOUSE 74 Drive with caution., Decatur Ave,Mojave,Kern,CA,93501,US,KMHV,2021-10-21 08:20:00,25.0,27.28,NNW,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,2
